feature_set,n_features,best_params,best_cv_score,test_accuracy
mav+std+rms+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8095238095238096,0.8888888888888888
mav+std+wl+ssc+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.8888888888888888
mav+std+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7857142857142857,0.9166666666666666
mav+std+wl+ssc+zc+median_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.7619047619047619,0.7777777777777778
mav+std+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.8055555555555556
mav+std+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8055555555555556
mav+std+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8095238095238096,0.75
mav+std+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.9166666666666666
mav+std+wl+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.8611111111111112
mav+std+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.869047619047619,0.8888888888888888
mav+std+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8333333333333334
mav+std+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.7777777777777778
mav+std+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.7777777777777778
mav+std+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8055555555555556
mav+std+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8055555555555556
mav+std+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.7777777777777778
mav+maxav+rms+wl+ssc+zc,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.880952380952381,0.8333333333333334
mav+maxav+rms+wl+ssc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.9444444444444444
mav+maxav+rms+wl+ssc+mean_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.9166666666666666,0.7777777777777778
mav+maxav+rms+wl+ssc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238096,0.8055555555555556
mav+maxav+rms+wl+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.7777777777777778
mav+maxav+rms+wl+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9285714285714285,0.8888888888888888
mav+maxav+rms+wl+zc+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8095238095238096,0.8888888888888888
mav+maxav+rms+wl+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.8888888888888888
mav+maxav+rms+wl+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.9722222222222222
mav+maxav+rms+wl+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8333333333333334
mav+maxav+rms+ssc+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.9166666666666666
mav+maxav+rms+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238096,0.8055555555555556
mav+maxav+rms+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7857142857142857,0.8055555555555556
mav+maxav+rms+ssc+wamp+mean_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8809523809523809,0.8888888888888888
mav+maxav+rms+ssc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.6944444444444444
mav+maxav+rms+ssc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'uniform'}",0.8214285714285715,0.75
mav+maxav+rms+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7738095238095238,0.8888888888888888
mav+maxav+rms+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.9444444444444444
mav+maxav+rms+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285713,0.8611111111111112
mav+maxav+rms+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.7777777777777778
mav+maxav+wl+ssc+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7619047619047619,0.8611111111111112
mav+maxav+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428571,0.7777777777777778
mav+maxav+wl+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8611111111111112
mav+maxav+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.9444444444444444
mav+maxav+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 9, 'weights': 'distance'}",0.7857142857142857,0.7222222222222222
mav+maxav+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8611111111111112
mav+maxav+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.9166666666666666
mav+maxav+wl+zc+wamp+median_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8214285714285713,0.8611111111111112
mav+maxav+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8055555555555556
mav+maxav+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8333333333333334,0.8055555555555556
mav+maxav+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8333333333333334
mav+maxav+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428571,0.75
mav+maxav+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238096,0.8611111111111112
mav+maxav+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.9166666666666666
mav+maxav+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285715,0.7777777777777778
mav+rms+wl+ssc+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190478,0.8333333333333334
mav+rms+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285713,0.8055555555555556
mav+rms+wl+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8055555555555556
mav+rms+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8452380952380952,0.8611111111111112
mav+rms+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8611111111111112
mav+rms+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8888888888888888
mav+rms+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9285714285714285,0.8888888888888888
mav+rms+wl+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.6666666666666666
mav+rms+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8611111111111112
mav+rms+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.9166666666666666
mav+rms+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8333333333333334,0.6944444444444444
mav+rms+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7380952380952381,0.7222222222222222
mav+rms+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285713,0.75
mav+rms+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8611111111111112
mav+rms+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.8055555555555556
mav+wl+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8055555555555556
mav+wl+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8214285714285715,0.75
mav+wl+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285715,0.6666666666666666
mav+wl+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.7222222222222222
mav+wl+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8809523809523809,0.8055555555555556
mav+ssc+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.7222222222222222
std+maxav+rms+wl+ssc+zc,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8888888888888888
std+maxav+rms+wl+ssc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.8611111111111112
std+maxav+rms+wl+ssc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8055555555555556
std+maxav+rms+wl+ssc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8333333333333334
std+maxav+rms+wl+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8888888888888888
std+maxav+rms+wl+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9285714285714285,0.8611111111111112
std+maxav+rms+wl+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8333333333333334
std+maxav+rms+wl+wamp+mean_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.9047619047619048,0.8888888888888888
std+maxav+rms+wl+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.7777777777777778
std+maxav+rms+wl+mean_freq+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.8690476190476191,0.75
std+maxav+rms+ssc+zc+wamp,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.8055555555555556
std+maxav+rms+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.8055555555555556
std+maxav+rms+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7619047619047619,0.8888888888888888
std+maxav+rms+ssc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.9166666666666666
std+maxav+rms+ssc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8055555555555556
std+maxav+rms+ssc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8333333333333334
std+maxav+rms+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8888888888888888
std+maxav+rms+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.7777777777777778
std+maxav+rms+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8333333333333334,0.8888888888888888
std+maxav+rms+wamp+mean_freq+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.7619047619047619,0.8333333333333334
std+maxav+wl+ssc+zc+wamp,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428572,0.7777777777777778
std+maxav+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8888888888888888
std+maxav+wl+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8055555555555556
std+maxav+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.7222222222222222
std+maxav+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 3, 'weights': 'uniform'}",0.8214285714285715,0.7222222222222222
std+maxav+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.9444444444444444
std+maxav+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8333333333333334
std+maxav+wl+zc+wamp+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285715,0.6944444444444444
std+maxav+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.7738095238095237,0.8611111111111112
std+maxav+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.8571428571428572,0.8055555555555556
std+maxav+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.869047619047619,0.8611111111111112
std+maxav+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7380952380952381,0.7777777777777778
std+maxav+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8611111111111112
std+maxav+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8055555555555556
std+maxav+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8690476190476191,0.8333333333333334
std+rms+wl+ssc+zc+wamp,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8333333333333334,0.9166666666666666
std+rms+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8571428571428571,0.7777777777777778
std+rms+wl+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.8055555555555556
std+rms+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428572,0.9166666666666666
std+rms+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 5, 'weights': 'distance'}",0.8928571428571428,0.8333333333333334
std+rms+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8055555555555556
std+rms+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.8611111111111112
std+rms+wl+zc+wamp+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.8452380952380952,0.7222222222222222
std+rms+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8333333333333334,0.9166666666666666
std+rms+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.8333333333333334
std+rms+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.869047619047619,0.8888888888888888
std+rms+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.7777777777777778
std+rms+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7619047619047619,0.8055555555555556
std+rms+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.7777777777777778
std+rms+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.8333333333333334
std+wl+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.880952380952381,0.8611111111111112
std+wl+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7619047619047619,0.8888888888888888
std+wl+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8055555555555556
std+wl+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'uniform'}",0.8214285714285715,0.8055555555555556
std+wl+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8333333333333334
std+ssc+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7619047619047619,0.7777777777777778
maxav+rms+wl+ssc+zc+wamp,60,"{'n_neighbors': 3, 'weights': 'uniform'}",0.7976190476190476,0.8055555555555556
maxav+rms+wl+ssc+zc+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7738095238095237,0.9722222222222222
maxav+rms+wl+ssc+zc+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238096,0.8611111111111112
maxav+rms+wl+ssc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.7222222222222222
maxav+rms+wl+ssc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.9166666666666666
maxav+rms+wl+ssc+mean_freq+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.8095238095238094,0.6944444444444444
maxav+rms+wl+zc+wamp+mean_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.7976190476190476,0.9444444444444444
maxav+rms+wl+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8333333333333334
maxav+rms+wl+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428572,0.9166666666666666
maxav+rms+wl+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8888888888888888
maxav+rms+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7857142857142857,0.8611111111111112
maxav+rms+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.75,0.8611111111111112
maxav+rms+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.75
maxav+rms+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7857142857142857,0.8611111111111112
maxav+rms+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8611111111111112
maxav+wl+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8333333333333334
maxav+wl+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7380952380952381,0.8611111111111112
maxav+wl+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 3, 'weights': 'distance'}",0.8095238095238094,0.8333333333333334
maxav+wl+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8333333333333334
maxav+wl+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190478,0.8611111111111112
maxav+ssc+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7738095238095237,0.8611111111111112
rms+wl+ssc+zc+wamp+mean_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.8611111111111112
rms+wl+ssc+zc+wamp+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.8333333333333334
rms+wl+ssc+zc+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.75,0.7777777777777778
rms+wl+ssc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,1.0
rms+wl+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.8055555555555556
rms+ssc+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 7, 'weights': 'distance'}",0.7261904761904763,0.6944444444444444
wl+ssc+zc+wamp+mean_freq+median_freq,60,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7142857142857143,0.8333333333333334
mav+std+maxav+rms+wl+ssc+zc,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.8888888888888888
mav+std+maxav+rms+wl+ssc+wamp,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9523809523809524,0.7222222222222222
mav+std+maxav+rms+wl+ssc+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.9722222222222222
mav+std+maxav+rms+wl+ssc+median_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8452380952380952,0.8333333333333334
mav+std+maxav+rms+wl+zc+wamp,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.9166666666666666
mav+std+maxav+rms+wl+zc+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.9166666666666666
mav+std+maxav+rms+wl+zc+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.9444444444444444
mav+std+maxav+rms+wl+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9166666666666666,0.9444444444444444
mav+std+maxav+rms+wl+wamp+median_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8809523809523809,0.7777777777777778
mav+std+maxav+rms+wl+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8055555555555556
mav+std+maxav+rms+ssc+zc+wamp,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428572,0.9166666666666666
mav+std+maxav+rms+ssc+zc+mean_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428571,0.9166666666666666
mav+std+maxav+rms+ssc+zc+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.9166666666666666
mav+std+maxav+rms+ssc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.8888888888888888
mav+std+maxav+rms+ssc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.9722222222222222
mav+std+maxav+rms+ssc+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8611111111111112
mav+std+maxav+rms+zc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.9166666666666666
mav+std+maxav+rms+zc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8611111111111112
mav+std+maxav+rms+zc+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8611111111111112
mav+std+maxav+rms+wamp+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8333333333333334
mav+std+maxav+wl+ssc+zc+wamp,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.9166666666666666
mav+std+maxav+wl+ssc+zc+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8333333333333334
mav+std+maxav+wl+ssc+zc+median_freq,70,"{'n_neighbors': 5, 'weights': 'distance'}",0.7857142857142857,0.8055555555555556
mav+std+maxav+wl+ssc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8611111111111112
mav+std+maxav+wl+ssc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8333333333333334
mav+std+maxav+wl+ssc+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8611111111111112
mav+std+maxav+wl+zc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8095238095238094,0.9444444444444444
mav+std+maxav+wl+zc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.9444444444444444
mav+std+maxav+wl+zc+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8888888888888888
mav+std+maxav+wl+wamp+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8888888888888888
mav+std+maxav+ssc+zc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8928571428571429,0.8333333333333334
mav+std+maxav+ssc+zc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8333333333333334
mav+std+maxav+ssc+zc+mean_freq+median_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8214285714285715,0.8333333333333334
mav+std+maxav+ssc+wamp+mean_freq+median_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8571428571428571,0.8888888888888888
mav+std+maxav+zc+wamp+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.8888888888888888
mav+std+rms+wl+ssc+zc+wamp,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.8611111111111112
mav+std+rms+wl+ssc+zc+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8571428571428571,0.8888888888888888
mav+std+rms+wl+ssc+zc+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.8055555555555556
mav+std+rms+wl+ssc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.9166666666666666
mav+std+rms+wl+ssc+wamp+median_freq,70,"{'n_neighbors': 3, 'weights': 'distance'}",0.8452380952380952,0.8888888888888888
mav+std+rms+wl+ssc+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8214285714285715,0.8333333333333334
mav+std+rms+wl+zc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8809523809523809,0.9444444444444444
mav+std+rms+wl+zc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.7976190476190476,0.9166666666666666
mav+std+rms+wl+zc+mean_freq+median_freq,70,"{'n_neighbors': 5, 'weights': 'distance'}",0.8214285714285715,0.8333333333333334
mav+std+rms+wl+wamp+mean_freq+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8690476190476191,0.8611111111111112
mav+std+rms+ssc+zc+wamp+mean_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.9047619047619048,0.7777777777777778
mav+std+rms+ssc+zc+wamp+median_freq,70,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8333333333333334,0.7777777777777778
